courses_name,courses_ref,section,carreer,number_courses,plan,language,platform
Curso de Marca Personal,https://platzi.com/cursos/marca-personal/,Carrera de Negocios Online 2 1 cursos disponibles,Negocios Online,21,Basic,Español,Platzi
Curso de Inversión en Criptomonedas,https://platzi.com/cursos/inversion-criptomonedas/,Carrera de Negocios Online 2 1 cursos disponibles,Negocios Online,21,Basic,Español,Platzi
Curso de Liderazgo para Equipos de Trabajo,https://platzi.com/cursos/liderazgo-equipos/,Carrera de Negocios Online 2 1 cursos disponibles,Negocios Online,21,Basic,Español,Platzi
Curso de Introducción a los Negocios Online,https://platzi.com/cursos/negocios-online/,Carrera de Negocios Online 2 1 cursos disponibles,Negocios Online,21,Basic,Español,Platzi
Introducción a la Creación de Empresas y Startups,https://platzi.com/cursos/creacion-de-empresas/,Carrera de Creación de Startups 5 cursos disponibles,Creación de Startups,5,Basic,Español,Platzi
Curso de Internacionalización para Startups,https://platzi.com/cursos/internacionalizacion-startups/,Carrera de Creación de Startups 5 cursos disponibles,Creación de Startups,5,Basic,Español,Platzi
Cómo conseguir trabajo en Programación,https://platzi.com/cursos/developer/,Carrera de Creación de Startups 5 cursos disponibles,Creación de Startups,5,Basic,Español,Platzi
Taller de creación de Startups,https://platzi.com/cursos/taller-startups/,Carrera de Creación de Startups 5 cursos disponibles,Creación de Startups,5,Basic,Español,Platzi
Curso de Finanzas para Startups,https://platzi.com/cursos/financiera-startups/,Carrera de Creación de Startups 5 cursos disponibles,Creación de Startups,5,Basic,Español,Platzi
Curso de Introducción al Marketing Digital,https://platzi.com/cursos/introduccion-marketing/,Carrera de Outbound Marketing 7 cursos disponibles,Outbound Marketing,7,Basic,Español,Platzi
Curso de Instagram Ads y Optimización de Campañas,https://platzi.com/cursos/instagram/,Carrera de Outbound Marketing 7 cursos disponibles,Outbound Marketing,7,Basic,Español,Platzi
Curso de Facebook Ads,https://platzi.com/cursos/facebook-ads/,Carrera de Outbound Marketing 7 cursos disponibles,Outbound Marketing,7,Basic,Español,Platzi
Curso Profesional de Google Ads,https://platzi.com/cursos/google-adwords/,Carrera de Outbound Marketing 7 cursos disponibles,Outbound Marketing,7,Basic,Español,Platzi
Fundamentos de Outbound Marketing y SEM,https://platzi.com/cursos/sem/,Carrera de Outbound Marketing 7 cursos disponibles,Outbound Marketing,7,Basic,Español,Platzi
Introducción al marketing con influencers,https://platzi.com/cursos/influencer/,Carrera de Outbound Marketing 7 cursos disponibles,Outbound Marketing,7,Basic,Español,Platzi
Curso de Relaciones Públicas y Prensa,https://platzi.com/cursos/relaciones-publicas/,Carrera de Outbound Marketing 7 cursos disponibles,Outbound Marketing,7,Basic,Español,Platzi
Curso de Growth Marketing,https://platzi.com/cursos/growth-marketing/,Carrera de Marketing Basado en Datos 8 cursos disponibles,Marketing Basado en Datos,8,Basic,Español,Platzi
Curso de Marketing Móvil,https://platzi.com/cursos/movil/,Carrera de Marketing Basado en Datos 8 cursos disponibles,Marketing Basado en Datos,8,Basic,Español,Platzi
Curso Gratis de Programación Básica,https://platzi.com/cursos/programacion-basica/,Carrera de Marketing Basado en Datos 8 cursos disponibles,Marketing Basado en Datos,8,Basic,Español,Platzi
Fundamentos de Bases de Datos ,https://platzi.com/cursos/bd/,Carrera de Marketing Basado en Datos 8 cursos disponibles,Marketing Basado en Datos,8,Basic,Español,Platzi
Curso Profesional de Google Analytics,https://platzi.com/cursos/google-analytics/,Carrera de Marketing Basado en Datos 8 cursos disponibles,Marketing Basado en Datos,8,Basic,Español,Platzi
Curso de Google Analytics para Desarrolladores,https://platzi.com/cursos/gajs/,Carrera de Marketing Basado en Datos 8 cursos disponibles,Marketing Basado en Datos,8,Basic,Español,Platzi
Curso de Facebook Analytics,https://platzi.com/cursos/fb-analytics/,Carrera de Marketing Basado en Datos 8 cursos disponibles,Marketing Basado en Datos,8,Basic,Español,Platzi
Curso de Optimización de Campañas Digitales con Datagran,https://platzi.com/cursos/optimizacion-campanas/,Carrera de Marketing Basado en Datos 8 cursos disponibles,Marketing Basado en Datos,8,Basic,Español,Platzi
Curso de Growth Marketing,https://platzi.com/cursos/growth-marketing/,Carrera de Email Marketing 4 cursos disponibles,Email Marketing,4,Basic,Español,Platzi
Curso de Marketing Móvil,https://platzi.com/cursos/movil/,Carrera de Email Marketing 4 cursos disponibles,Email Marketing,4,Basic,Español,Platzi
Curso de Email Marketing,https://platzi.com/cursos/email-marketing/,Carrera de Email Marketing 4 cursos disponibles,Email Marketing,4,Basic,Español,Platzi
Curso de Maquetación para Email Marketing,https://platzi.com/cursos/diseno-email/,Carrera de Email Marketing 4 cursos disponibles,Email Marketing,4,Basic,Español,Platzi
Curso de Diseño de Interfaces y UX,https://platzi.com/cursos/diseno-interfaces-ux/,Carrera de Diseño de Productos Digitales y U X 1 3 cursos disponibles,Diseño de Productos Digitales y UX,13,Basic,Español,Platzi
Curso de Diseño de Interfaces Móviles,https://platzi.com/cursos/interfaces-moviles/,Carrera de Diseño de Productos Digitales y U X 1 3 cursos disponibles,Diseño de Productos Digitales y UX,13,Basic,Español,Platzi
Curso de Arquitectura de la Información con Usaria,https://platzi.com/cursos/arquitectura-informacion/,Carrera de Diseño de Productos Digitales y U X 1 3 cursos disponibles,Diseño de Productos Digitales y UX,13,Basic,Español,Platzi
Cómo ser un Product Designer por Aerolab,https://platzi.com/cursos/product-designer/,Carrera de Diseño de Productos Digitales y U X 1 3 cursos disponibles,Diseño de Productos Digitales y UX,13,Basic,Español,Platzi
Curso de Desarrollo de Productos con Metodología Lean,https://platzi.com/cursos/lean-ux/,Carrera de Diseño de Productos Digitales y U X 1 3 cursos disponibles,Diseño de Productos Digitales y UX,13,Basic,Español,Platzi
Curso de Design Thinking con Minds Garage,https://platzi.com/cursos/design-thinking/,Carrera de Diseño de Productos Digitales y U X 1 3 cursos disponibles,Diseño de Productos Digitales y UX,13,Basic,Español,Platzi
Curso de Design Sprint,https://platzi.com/cursos/design-sprint/,Carrera de Diseño de Productos Digitales y U X 1 3 cursos disponibles,Diseño de Productos Digitales y UX,13,Basic,Español,Platzi
Curso de User Research,https://platzi.com/cursos/user-research/,Carrera de Diseño de Productos Digitales y U X 1 3 cursos disponibles,Diseño de Productos Digitales y UX,13,Basic,Español,Platzi
Introducción al Diseño de Prototipos,https://platzi.com/cursos/prototipado/,Carrera de Diseño de Productos Digitales y U X 1 3 cursos disponibles,Diseño de Productos Digitales y UX,13,Basic,Español,Platzi
Curso de Gamificación,https://platzi.com/cursos/gamification/,Carrera de Diseño de Productos Digitales y U X 1 3 cursos disponibles,Diseño de Productos Digitales y UX,13,Basic,Español,Platzi
Curso de Sketch,https://platzi.com/cursos/sketch/,Carrera de Diseño de Productos Digitales y U X 1 3 cursos disponibles,Diseño de Productos Digitales y UX,13,Basic,Español,Platzi
Curso de Adobe XD,https://platzi.com/cursos/adobe-xd/,Carrera de Diseño de Productos Digitales y U X 1 3 cursos disponibles,Diseño de Productos Digitales y UX,13,Basic,Español,Platzi
Curso de Diseño de Servicios,https://platzi.com/cursos/servicios/,Carrera de Diseño de Productos Digitales y U X 1 3 cursos disponibles,Diseño de Productos Digitales y UX,13,Basic,Español,Platzi
Curso de Introducción al Lenguaje Audiovisual,https://platzi.com/cursos/lenguaje-audiovisual/,Carrera de Producción Audiovisual 1 1 cursos disponibles,Producción Audiovisual,11,Basic,Español,Platzi
Curso de Introducción a la Edición con Premiere,https://platzi.com/cursos/premiere/,Carrera de Producción Audiovisual 1 1 cursos disponibles,Producción Audiovisual,11,Basic,Español,Platzi
Curso de Fotografía y Lightroom,https://platzi.com/cursos/lightroom/,Carrera de Producción Audiovisual 1 1 cursos disponibles,Producción Audiovisual,11,Basic,Español,Platzi
Curso de Producción para Youtube,https://platzi.com/cursos/youtube/,Carrera de Producción Audiovisual 1 1 cursos disponibles,Producción Audiovisual,11,Basic,Español,Platzi
Introducción a la Creación de Personajes,https://platzi.com/cursos/creacion-personajes/,Carrera de Producción Audiovisual 1 1 cursos disponibles,Producción Audiovisual,11,Basic,Español,Platzi
Curso de Diseño y Prototipado de Personajes,https://platzi.com/cursos/prototipado-personajes/,Carrera de Producción Audiovisual 1 1 cursos disponibles,Producción Audiovisual,11,Basic,Español,Platzi
Curso Básico de Producción de Audio con Pro Tools,https://platzi.com/cursos/edicion-protools/,Carrera de Producción Audiovisual 1 1 cursos disponibles,Producción Audiovisual,11,Basic,Español,Platzi
Curso de Creación de Podcasts,https://platzi.com/cursos/creacion-podcasts/,Carrera de Producción Audiovisual 1 1 cursos disponibles,Producción Audiovisual,11,Basic,Español,Platzi
Curso Profesional de Photoshop para Fotografía,https://platzi.com/cursos/photoshop-profesional/,Carrera de Producción Audiovisual 1 1 cursos disponibles,Producción Audiovisual,11,Basic,Español,Platzi
Curso de Edición Avanzada con Adobe Creative Cloud,https://platzi.com/cursos/edicion-avanzada/,Carrera de Producción Audiovisual 1 1 cursos disponibles,Producción Audiovisual,11,Basic,Español,Platzi
Curso Profesional de After Effects,https://platzi.com/cursos/after-effects/,Carrera de Producción Audiovisual 1 1 cursos disponibles,Producción Audiovisual,11,Basic,Español,Platzi
Taller de creación de Startups,https://platzi.com/cursos/taller-startups/,Otros,Otros,1,Expert,Español,Platzi
Introducción a la Creación de Empresas y Startups,https://platzi.com/cursos/creacion-de-empresas/,Otros,Otros,1,Expert,Español,Platzi
Curso de Inglés Técnico para Profesionales,https://platzi.com/cursos/ingles/,Otros,Otros,1,Expert,Español,Platzi
Curso de Gestión Financiera para Startups-2017,https://platzi.com/cursos/financiera-startups-2017/,Otros,Otros,1,Expert,Español,Platzi
Cómo conseguir trabajo en Programación,https://platzi.com/cursos/developer/,Otros,Otros,1,Expert,Español,Platzi
Curso de Internacionalización para Startups,https://platzi.com/cursos/internacionalizacion-startups/,Otros,Otros,1,Expert,Español,Platzi
